worker_location,Skill,Price,SuccessRate
India,"Logo,Brochure DesignBusiness Card Design,Product Photography,Print Design,Vehicle and Motorcylce Wraps,Menu Design,Banner Ad Design,T-Shirt Design,Vector Tracing",36,
Ukraine,"Microsoft Office,Microsoft Office 365Studio Photography,Virtual Assistant,Amazon,Amazon FBA,Amazon MWS,Amazon Marketing Service",6,
Argentina,"Marketing,Content Marketing StrategyData Analysis,Predictive Analytics,Media Analytics,Customer Research & Insights,Market Research,Competitive Analysis,Audience Segmentation & Targeting,Brand Positioning & Messaging Strategy",80,
Ukraine,"Translation English Spanish,Translation Spanish Englishnan",7,
United States,"SolidWorks,KeyShotAdobe Photoshop,CorelDRAW,Sony Vegas,Adobe XD,Blender,Adobe After Effects,SketchUp",15,
Serbia,"Social Media Marketing,Social Media StrategySocial Media Management,Social Media Training,Digital Marketing,Marketing Strategy,Public Relations,Writing,Blog Writing,Blog Development",30,
Moldova,"Voice Over American Accent,Voice TalentVoice Over English,Male Voice Over,Voice Acting,Audio Production",15,100
Ukraine,"Ghostwriting,ProofreadingEditing & Proofreading,Academic Writing,Academic Paper,Academic Research,Academic Translation,Academic Editing,Academic Proofreading,Academic Content Development",55,
United States,"Adobe Illustrator,Adobe PhotoshopGraphic Design,T-Shirt Design,Flyer Design,Textile Engineering,Apparel,Adobe InDesign,Design Patterns,Pixel Art",399,99
United States,"Autodesk 3ds Max,3D Design3D Modeling,3D Rendering,3D Animation,Interior Design,Autodesk AutoCAD,Graphic Design,Adobe Photoshop,Photo Editing",30,100
United States,"Accounting principles,International Accounting StandardsFinancial Accounting,Financial Statements Preparation,Appforfinance Financial Statement Analysis,Internal Auditing,Project Planning,Sage Peachtree Complete Accounting,Quick Books Online,Risk Management",20,100
Venezuela,"3D Modeling,Interior DesignVectorWorks,Autodesk AutoCAD,SketchUp,Adobe Photoshop",13,
United States,"Translation English Indonesian,ProofreadingTranscription,SEO Writing,Localization,Subtitles,Translation Indonesian English,Characters/Video Games",15,98
Ukraine,"Translation English Swahili,TranscriptionLive Interpreter,Swahili,Camping,YouTube Marketing,Landing Page",16,77
Ukraine,"Video Production,Adobe PhotoshopAdobe Dreamweaver,Adobe After Effects,Final Cut Pro,Final Draft,Adobe Audition,Scripting",87.5,100
Poland,"Android App Development,iOS DevelopmentMySQL,JavaScript,jQuery,NoSQL,CodeIgniter,D3.js,PHP,React",35,96
Italy,"Information Technology Career Coach,ResumePitch Decks,Content Production,Interviewing,Career Coaching,Content Planning,Startup Consulting,Technology",240,98
Georgia,"Adobe After Effects,Adobe Premiere ProColor Grading,Video Editing",25,100
Philippines,"Graphic Design,Social Media ManagementVirtual Assistant,Web Design,Community Management,UX/UI,Logo Design,Flyer Design,YouTube",9,99
United States,"Ecommerce Platform Development,ResearchSocial Media Marketing,Data Entry,Email Handling,Administrative Support,Chat Support,Customer Service,Appointment Setting,Email Marketing",6,
Ukraine,"Transcription,TranslationTranslation English Arabic,Translation Arabic English,Content Writing,Data Entry,Customer Service,Customer Support,Teaching English",10,100
Ukraine,"Lead Generation,Prospect ListList Building,Data Entry,Internet Research,Administrative Support,Virtual Assistant,CRM Entries,Order Entry,LinkedIn",9.99,99
United States,"Machine Learning,Python NumpySciPy,Computational Fluid Dynamics (CFD),Algorithm Development,Mathematics,TensorFlow,scikit-learn",140,
Belarus,"Adobe Photoshop,Photo EditingRetouching,Adobe Photoshop Lightroom,Color Correction/Filters,Fashion Retouch,Portrait",17,93
Ukraine,"Frontend Development,Content CreationUX/UI,Graphic Design,Music Production,Translation,Virtual Assistant,Scriptwriting,Time Management,Web Design",15,94
Italy,"Administrative Support,Project ManagementData Entry,Website",7,
Venezuela,"Video Editing,Adobe Creative SuiteVideo Production,Photograph Color Correction,Video Color Correction,Color Grading,Adobe After Effects,Adobe Encore,Image Processing,Compositing",25,100
Ukraine,"React,Vue.jsNode.js,Firebase,WordPress,Shopify,Nuxt.js,JavaScript,Laravel,three.js",50,80
Venezuela,"Translation,Technical TranslationGeneral Office Skills,Word Processing,Translation Dutch English,Translation English French,Translation French English,Translation English Dutch,Translation Dutch French,Translation French Dutch",18,98
Russia,"Official Correspondence Translation,Official Documents TranslationWebsite Translation,Translation,Audiovisual Translation,Transcription,Academic Translation,Content Writing,Academic Writing,French English",50,100
Venezuela,"Intuit QuickBooks,AccountingBookkeeping,Bank Reconciliation,Financial Accounting,Cost Accounting,Accounts Payable Management,Accounts Receivable Management,Quickbooks,Accounting software",125,100
United States,"Laravel,AMP Web DevelopmentPHP,OOPS,Git,MySQL,Bootstrap,API Development,Web Programming,Scrum",10,
Egypt,"JavaScript,Node.jsServerless,MongoDB,GraphQL,Next.js,Microservices,Amazon Web Services,Laravel,Relational Databases",60,100
Serbia,"Graphic Design,Adobe PhotoshopAdobe Illustrator,Adobe InDesign,Logo,Photo Editing,Outdoor Advertising,Logo Design,Web Design,Joomla",10,
Ukraine,"Writing,Consumer ReviewsAdministrative Support,Project Management,Organizational Development,Transcription,Reviews,MS Excel,Photo sharing,Translation English Spanish",25,
Philippines,"Adobe Illustrator,Cartoon CharacterAdobe Photoshop,Sketch,Adobe InDesign,Children's Book Illustrator,Digital Illustration,Watercolor Painting,Design Patterns,Textile Design",20,98
Canada,Design Patternsnan,40,100
United States,"Conversion Rate Optimization,Google AnalyticsLead Generation,Search Engine Marketing,SaaS,Google Ads,Marketing Research,Unbounce,Landing Page,Google Tag Manager",99,100
Ukraine,"Graphic Design,Logo DesignAdobe Illustrator,Adobe Photoshop,Vector Tracing,Product Design,Banner Ad Design,Icon Design,Flyer Design,Logo",100,100
Russia,"Adobe After Effects,Adobe PhotoshopAdobe Premiere Pro,2D Design,Adobe Audition,Animation,Photo Editing,Video Editing,Advertising Design",15,
United States,"Translation Spanish Portuguese,Translation English PortuguesePortuguese Proofreading,Transcription,Editing & Proofreading,Content Writing,Brazilian Portuguese,SEO,Subtitles,Localization",20,99
Brazil,"Medical Terminology,TranslationTranslation Spanish English,Academic Translation,Medical Transcription,Blog Writing,Academic Writing,Medical Translation,Healthcare & Sciences,Technical Translation",20,
United States,"Explainer Video,explainer videos2D Animation,Adobe After Effects,Sound Effects,Motion Graphics,2D & 3D Logo Animation,Whiteboard Animation,3D Animation,Animated Explainer",38,100
United States,"Motion Design,Video EditingAdobe After Effects,Adobe Premiere Pro,Adobe Photoshop,Adobe Illustrator,Video Streaming",29,100
Philippines,"Editing,English GrammarEnglish Punctuation,Copyediting,Transcription,Proofreading,English Proofreading,English - North America,English - England,Apple Pages",75,100
Romania,"Graphic Design,IllustrationsLogo Design,Photography",10,
Canada,"iOS Development,Android App DevelopmentGame Development,Mobile App Development,Flutter,Node.js,PHP,Website Development,UI/UX Prototyping,Web Application",28.8,95
Canada,"Web Design,Graphic DesignAdobe Creative Suite,Adobe Flash,WordPress,Illustration,Infographics,Poster Design",45,100
Canada,"Translation English Indonesian,Translation Indonesian EnglishCreative Writing,Proofreading",20,100
Ukraine,"Inventory Management,eBay MarketingeBay Listing/Writing,Amazon MWS,Lead Generation",8.5,98
United States,"Adobe Audition,Adobe Flashnan",65,100
Philippines,"UX Design,Social Media MarketingContent Creation,Facebook Ads Manager,Google Ads,Retargeting,Covers & Packaging",45,
Pakistan,"SEO Writing,Technical WritingeBook Writing,eBook Design,Content Writing,Web Content Development,Article Curation,Article Rewriting,Article,Writing",25,80
United States,"Quantitative Analysis,Data ScienceCopywriting,Creative Writing,Resume Writing,Cover Letter Writing",20,88
Ukraine,"Rhinoceros 3D,Autodesk 3ds MaxAdobe Illustrator,Interior Design,Adobe Photoshop,Autodesk Revit,Landscape Design,Autodesk AutoCAD,Architectural Design,3D Rendering",30,100
Russia,"Logo Design,LogoBusiness Card,Brochure Design,Banner Ad Design,Vector Graphics,Vector Tracing",5,94
United States,"HTML5,CSS3JavaScript,jQuery,Bootstrap,Node.js,React,WordPress,OpenCart,CMS Development",20,87
Philippines,"2D Design,Logo DesignVectorWorks,Vector Graphics,Graphic Design,Branding,Brand Identity,Page Layout Design,Figma,Label and Package Design",15,
Canada,"Writing,Operations ManagementContent Writing,Blog Writing,Creative Writing,Copywriting,Resume Writing,Editing,Proofreading,Employee Training",70,88
Serbia,"Translation,Technical TranslationVirtual Assistant,WordPress,Data Entry,Translation English Portuguese,Translation Portuguese English,Event Planning",12,59
Palestinian Territories,"Translation English Russian,RussianEnglish,Subtitles,Proofreading,Male Voice Over",10,100
Italy,"Project Management,Interior DesignInterior Architecture,Quantity Surveying,2D Design,3D Rendering,Autodesk AutoCAD,Detailed 3D Modeling,Architecture Design,Architecture Photography",15,
Russia,"CorelDRAW,Adobe Photoshop2D Design,Banner Ad Design,Book Cover Design,Flyer Design,Brochure Design,Business Card Design,Adobe Illustrator,Industrial Design",28.9,97
Czech Republic,"Translation Arabic English,Translation English ArabicPython,HTML5,CSS3,JavaScript,Node.js,Express,Flask,PostgreSQL",5,
Belgium,"Writing,Translation English Haitian CreoleTranslation English French,Transcription,Microsoft Word,Microsoft Excel,Microsoft PowerPoint,Typing,Legal Translation,SDL Trados",10,100
Australia,"ProTools,EditingMIDI,Mixing,Sound Effects,Mastering,Musical Composition,Music Producing,Music Arrangement",30,100
Ukraine,"HTML5,CSS3jQuery,Bootstrap,Landing Page,JavaScript,CSS,Git,PSD to HTML,HTML",25,100
Philippines,Photographynan,60,
Ukraine,"SolidWorks,BlenderSketchUp,MATLAB,Onshape,Adobe Photoshop,Data Science,Machine Learning,Data Visualization,Lean Manufacturing",50,
China,"Adobe Photoshop,RetouchingAdobe Photoshop Lightroom,Photography,Photo Editing,Commercial Photography,Digital Photography,Fashion Photography,Microstock Photography,Photograph Color Correction",15,100
Argentina,"Teaching Spanish,Teaching EnglishTranslation,Spanish Proofreading,English Proofreading,English Tutoring,Writing,Translation Spanish English,Translation English Spanish",8,
Ukraine,"Translation English Brazilian Portuguese,Translation Brazilian Portuguese EnglishTranslation Portuguese English,Translation English Portuguese,Creative Writing,Internet Research,Proofreading,Voice Over,Voice Talent,Sentiment Analysis",20,100
Spain,"Adobe Photoshop,Adobe IllustratorAdobe InDesign,Web Design,Adobe Fireworks,Adobe After Effects",19.13,98
Pakistan,"Autodesk AutoCAD,SketchUpAdobe Photoshop,Adobe Premiere,Lumion,CorelDRAW,Microsoft Office 365,3D Rendering",7,
United States,"Keynote,Microsoft PowerPointPresentation,Presentation Design,Data Visualization,Infographics,Information Design,Copywriting,Strategic Communication,Storytelling",250,100
Ukraine,"Adobe Illustrator,Adobe PhotoshopDrawing,Logo Design,Design Patterns,Print Design,Graphic Design,Digital Painting,Fashion Illustration,Illustration",35,91
Philippines,"User Experience Strategy,User Experience DesignCreative Direction,Creative Strategy,Storytelling,Corporate Branding,Branding,Competitive Analysis,Brand Research,Mission Statement",185,
Ukraine,"Architecture Design,Autodesk AutoCADArchicad,Drawing,Product Design,Residential Remodeling,3D Design,3D drawing,SketchUp,PDF Conversion",10,82
Albania,"Logo Design,Brand ConsultingCorporate Brand Identity",90,97
Pakistan,"Website Translation,TranslationAcademic Translation,Technical Translation,Computer Assisted Translation (CAT),Editorial Translation,Translation English Estonian,Translation German English,Translation Estonian English",6,100
United States,"Voice Acting,Voice OverVoice Recording,Adobe Audition,Audio Editing,Audio Recording",100,100
Australia,"Antenna Design,ElectronicsAnalog Electronics,Electronic Design,Circuit Design,RFID,Hardware Prototyping,Amplifiers & Filters,Physics,Scientific Writing",25,100
Kenya,"3D Rendering,3D ModelingSketchUp,Autodesk Revit,Autodesk AutoCAD,Architecture,Interior Design,Residential,Architectural Design,2D Design",30,91
United States,"Presentation Design,Graphic DesignMicrosoft Word,Microsoft PowerPoint,Templates,Presentation,Infographics",60,95
Philippines,"Adobe Photoshop,Adobe IllustratorLogo Design,Illustration,Business Card,Logo,Print Design,Corporate Brand Identity,Brochure Design,Flyer Design",15,
United States,"Final Cut Pro X,Adobe PhotoshopAdobe Premiere,Video Editing,Photography,Videography,Retouching,Photograph Color Correction,Apple iMovie,Adobe Photoshop Lightroom",10,95
Argentina,"Microsoft Windows Server,Active DirectoryDHCP,Office 365,Exchange Server,VMWare,VMware Horizon & End User Computing,Microsoft IIS,Windows PowerShell,DNS",15,100
Argentina,"Autodesk 3ds Max,3D Design3D Modeling,Interior Design,Autodesk AutoCAD,V-Ray,Floor Plan Design,Visualization,3D Rendering,Corona",20,97
United Kingdom,"Content Writing,Article WritingWebsite Content,Proofreading,Blog,Blog Writing,Nutrition,Newsletter Writing,Beauty,Copyediting",70,99
United States,"Voice Over American Accent,Male Voice OverInteractive Voice Response,Voice Talent,Voice Over British Accent,Voice Over Australian Accent",50,100
Spain,"Adobe Photoshop,Adobe InDesignMicrosoft PowerPoint,Adobe Illustrator,Keynote",50,74
Serbia,Voice Overnan,40,100
Bangladesh,"Economics,MathematicsTranslation English German,Translation Croatian English,Translation German English,Translation,Quantitative Finance,Translation Croatian German,Translation English Croatian,Translation German Croatian",10,
Ukraine,"Video Editing,PhotographyWedding Photography,Wedding Videography,Videography",120,
Pakistan,"Translation,Translation English KoreanTranslation Korean English,English Proofreading,Proofreading,Korean",35,98
United Kingdom,"Quantity Surveying,Project SchedulingProject Management,Adobe Photoshop,Proofreading,Contract Law,Estimating,3D Modeling,CAD Drafting,HTML",15,
Indonesia,"Portuguese,EnglishTranslation,Translation English Portuguese,Writing,CATS Software CATS,Localization,Website Localization,Subtitles,Microsoft Office",9,100
Tanzania,"Translation,WritingMicrosoft Office,Data Entry,Translation English Arabic,Translation English Croatian,Translation English Spanish,Translation Arabic English,Translation Spanish English,Translation Croatian English",15,100
Germany,"Graphic Design,Logo DesignUX Design",18,
Pakistan,"Transaction Data Entry,Translation English FlemishAutodesk 3ds Max,Autodesk Revit,Adobe Photoshop,Adobe XD,Figma,AutoCAD Civil 3D,Autodesk AutoCAD,Interior Design",15,
United States,"Adobe Illustrator,Adobe PhotoshopCorelDRAW,Microsoft Word",25,97
Ukraine,"Graphic Design,FigmaAdobe Photoshop,Adobe InDesign,Email Template Design,Presentation Design,eBook Design,Instagram,Web Design,Canva",8,
