Skills,worker_location,Price,SuccessRate
"Whiteboard Animation,Graphic Design,Translation,Logo Design,Adobe Photoshop,Marketing Strategy",United States,32.14,100.0
"WordPressWeb Programming,Lifestyle Photography,Photorealistic Rendering,Adobe Photoshop,Web Design,Architectural Rendering,Adobe Photoshop Lightroom,Web Research",Egypt,11.78,100.0
"JavaScript,English,User Experience DesignUser Interface Design,Logo Design,French,Narration,mobiePub,Vector ArtAdobe Illustrator,Brochure Design,Italian,Translation English French,Translation French Spanish,Translation Spanish French,Translation Catalan English",Ukraine,32.9,100.0
"Archicad,Label and Package Design,Business Card Design,Instagram Marketing,Autodesk Revit,Editing,Social Media Design,Translation English Japanese,Article Writing,Corporate Brand Identity,ePub,SolidWorks",Argentina,3.0,70.0
"Academic Editing,Graphic Design,Video Production,Liquid,Video Color Correction,Translation Spanish French,Onshape,English,Fashion,Translation English French,French,Academic Writing,Game Audio,eBook,eCommerce,Shopify SEO,Logo Design,HDR Photography,Adobe Photoshop",Ukraine,38.45,80.0
"Infographics,Menu Design,Excel VBA,PDF Conversion,Presentation Design,SEO Keyword Research,Financial PresentationsData Visualization",United States,43.68,100.0
SEO Writing,United States,630.43,100.0
"TypeScript,Adobe Creative Suite,Shopify,Product Listing,Excel,Motion Design,Adobe PhotoshopAdobe Illustrator,Video Animation,Ecommerce Platform Development,Explainer Video,Video Ads",United States,33.88,98.0
"Magento,Graphic Design,Technical Illustration,SolidWorks,Industrial Design,Data Science,Web Design,Data Entry,Vector Graphics,Proofreading,Explainer Video",Ukraine,30.35,85.0
"Reinforced Concrete Structures,Autodesk AutoCAD,Voice Acting,Steel Structures,Animation,Robotics",United Kingdom,185.68,100.0
"Architectural Design,Figma,Voice Over English,Web Design,Architectural Rendering,Adobe Premiere",United States,43.68,100.0
"Voice Over Australian Accent,English,Voice Over,Translation English Italian,Voice Over English,Environment,Translation English French,Article Curation,WInd Farm Evaluation",Ukraine,263.14,100.0
"Graphic Design,Infographic,Voice Over,Logo Design,Adobe PhotoshopVideo Editing,Digital Marketing,Medical Translation,Laravel,Flyer Design,Voice Recording,Adobe InDesign",Ukraine,3.0,94.0
"Photo EditingCharacter Design,Adobe Creative Suite,Video Production,VFX Animation,Translation,Editorial Design,SEO Strategy,Adobe Illustrator,Photo Manipulation",United Kingdom,79.93,100.0
"Retouching,Business Writing,Translation English PortugueseTranslation Portuguese English,Brochure,BookkeepingXero,Training",United States,75.05,89.0
"Graphic Design,Logo Design,Urban Planning,Proofreading,Administrative Support,Transcreation",Egypt,30.85,100.0
"Flat Design,Figma,Desktop PublishingLabel and Package Design,Exterior Rendering",Sri Lanka,6.64,89.0
"Adobe Creative Suite,Shopify,Photography,CAD,Film Direction,CopywritingSocial Media Posts,LexisNexis Accurint,Photo Editing,Product Photography,Photograph Color Correction,Video Editing,Adobe Premiere",Italy,7.54,100.0
"Graphic Design,TensorFlow,Logo Design,Figma,Chroma Key,Lottie,Adobe PhotoshopAdobe Premiere,Watercolor Painting",United States,35.96,100.0
"Blog Content,Magento,NuendoAudio Production,English,Graphic Design,Logo Design,GraphQL,Voice Over English,German,Git,Female Voice Over,Call Handling",United Kingdom,9.15,100.0
"Sound RecordingMusical Composition,Data Extraction,Whiteboard Animation,Web Scraper,User Experience DesignUser Interface Design,Logo Design,Interactive Voice Response,NarrationMedical Narration,Fashion,Translation English French,PHP,Translation Spanish French,Cryptocurrency,Amazon Web Services,Translation Italian French,WInd Farm Evaluation",Spain,38.37,99.0
"Logo Design,Lyrics Video,Proofreading,Microsoft Word,Web ScraperEmail Marketing,Content Writing",Thailand,120.55,96.0
"Adobe InDesignAdobe Photoshop,Graphic Design,Editorial Design,Illustration,Adobe Illustrator",Thailand,23.18,100.0
"Autodesk Maya,Internet Research,Translation Russian English,Corporate LawLegal Research,Adobe Premiere Pro,Adobe InDesign",Argentina,15.65,100.0
"Logo Design,Microsoft Power BI,Illustration,Writing",Egypt,38.16,100.0
KeyShot,Bangladesh,35.18,100.0
"Audio Editingnan,Documentary,Digital Marketing,Grammar,Photo Editing,Data Visualization,Sound Editing,Photograph Color Correction,Video Post Editing,BookkeepingAccounting,Adobe Premiere",Belarus,37.13,89.0
"Amazon Webstore,Translation,Electrical Engineering,Virtual Assistant,Microsoft Word,PDF Conversion,Conversion Rate Optimization,Data Entry",United States,31.54,99.0
"Agile Project ManagementAgile Software Development,Adobe Creative Suite,Tableau",Ukraine,3.0,82.0
"Brand Licensing,Business Card Design,Adobe IllustratorVideoScribe,Interviewing,Print Marketing Materials,Flyer Design,Marketing StrategyMarket Research",Philippines,10.15,100.0
"English,Internet Research,Data ScrapingScrapy,Interior Design,Logo Design,Interactive Voice Response,Consulting,SubtitlesTranscription,Adobe Photoshop,Grammar,Editing,UX Design,Translation English ArabicTranslation Arabic English,Architectural RenderingInterior Architecture",Ukraine,76.7,100.0
"Autodesk Revit ArchitectureSketchUp,Graphic Design,TV Broadcasting,Lyrics Writing,Editing,Chemical Engineering,AnimationPresentation,Voice Over,Ambient Sound design,Electronics,Voice Over Australian AccentVoice Over British Accent,Virtual Assistant,Portraiture,Female Voice Over,ProTools,JavaScript,Translation Russian English,Whiteboard Videos,Logo Design,Linux System AdministrationBash Shell Scripting,Music",United States,61.51,100.0
"Print Design,Adobe Captivate,Business Process Modeling,Process Improvement,Product Design,Social Media Training,Etsy Administration,Autodesk ArchitectureAutodesk AutoCAD,Microsoft Flow,BlenderSketchUp,Video Editing,International Accounting StandardsFinancial Accounting,Digital Illustration",United States,10.83,99.0
"JavaScript,YouTube Development,Customer Service,Translation,Xamarin,Ionic Framework,Swift,CMS Development,Proofreading,Wedding Videography,Translation English Chinese,Node.js,DrawingAdobe Illustrator,MongoDB,Transcription",Albania,51.65,100.0
"three.js,Adobe PDF,TypographyMobile App Design,Facebook MarketingInstagram Marketing,eCommerce,Adobe Premiere",Brazil,28.51,100.0
"Concept Design,Graphic Design,Lead Generation,User Experience DesignLogo Design,Logo Design,Portrait Painting,Communication Strategy,Translation English Portuguese,Finance,Adobe Photoshop,Portrait,Communications,Game Design",Macedonia,70.61,100.0
"CG Artwork,Financial Writing,Translation Chinese English,Writing,Fundraising,Digital Marketing,Simplified ChineseTranslation Chinese English",Ukraine,23.9,95.0
"Translation Spanish English,Corporate LawLegal Research,eCommerce Website,Business Valuation,Adobe Illustrator,Communication",United States,22.6,100.0
"Translation Russian Ukrainian,Photography,Business Card Design,Illustration,Business AnalysisOperations Management",Canada,3.72,100.0
"Infographics,Layout Design,Voice Over English,Female Voice Over,Writingnan,Adobe InDesign",United States,33.53,100.0
"Graphic Design,Developmental Editing,Writing,English Spelling,English Grammar,Adobe InDesign",United States,35.02,98.0
"PlanningLean Consulting,Brochure Design",United Kingdom,477.08,73.0
"Print Design,Graphic Design,Photobook Design,The Foundry NUKE,Product Photography,CAM,Photograph Color Correction,Video EditingPhoto Editing,Economics,Adobe PhotoshopAdobe Premiere,Flyer Design",Serbia,33.61,92.0
"Adobe IllustratorAdobe Photoshop,Order Entry,Adobe Photoshop,Illustration,Adobe Illustrator,Customer Support,Adobe InDesign,Medical Records Software",Australia,29.28,100.0
"JavaScript,Quantitative Finance,Figma,Logo",China,19.61,100.0
"Webisode Presentation,Poster Design,Voice Over,Virtual Assistant,AMP Web Development,Voice Over British Accent,Data Entry,Translation Dutch EnglishVoice Over Dutch,Physical Fitness",Costa Rica,39.89,100.0
"Adobe IllustratorAdobe InDesign,Academic Translation,SEO Writing,Microsoft Word,User Interface DesignWeb Design,Banner Ad Design,Photograph Color Correction,Crowdfunding,Facebook MarketingTwitter Marketing,Infographic",Spain,91.1,100.0
"Adobe Creative Suite,Logo,Adobe Illustrator",Poland,17.18,100.0
"CodeIgniter,Shopify,Fashion Illustration,Microsoft Word,Website Development,CorelDRAW",Ukraine,31.21,91.0
"TwinmotionAutodesk AutoCAD,Customer Service,SEO Writing,Graphic Design,Online Community Management,Voice TalentVoice Over American Accent,Material Design,Adobe Illustrator,Photograph Color Correction,Audio EditingAnimation,Web Research",Jordan,21.19,100.0
"Autodesk AutoCADAutodesk Navisworks,Flyer DesignBanner Ad Design,Brochure Design,Digital Sculpting,Fashion Retouch,Translation Slovenian English,Python Script,Character Design,InVisionSoftware Design",Serbia,25.36,100.0
"Inbound Marketing,Translation,Technical Illustration,Data Visualization,CorelDRAW,Content Writing",Brazil,95.33,100.0
"Economic AnalysisEconomics,Adobe IllustratorAdobe Photoshop,IBM SPSS,SEO Writing,Graphic Design,TensorFlow,Prospects,EconomicsStatistics,Quantitative Finance,Translation English Mandarin,Corporate Finance,Corporate Brand Identity",Ukraine,27.21,94.0
"Production Planning,Artificial Neural NetworksMachine Learning,Content Writing,Article Writing",Senegal,57.95,98.0
"eLearning,Translation,Graphic Designnan,Adobe Photoshop Lightroom",Canada,69.26,100.0
"Shopify,Customer SupportZendesk,Writing,Translation Arabic English,eCommerce Website,Editing,Data Entry,Video Post Editing,eCommerce,Oberlo",Belarus,95.44,100.0
"Training,Graphic Design,Book,Corporate Brand Identity,Brochure Design,User Experience Strategy,Project ManagementAgile Software Development,Payments,Mobile App Development,Business,Website Development,Desktop Applications,Android App Development,Adobe Acrobat",Albania,71.93,98.0
"eBook Design,Photo Editing,Book Cover Design,Brochure Design",United States,44.78,86.0
"IllustrationLogo Design,Graphic Design,Logo Design",Egypt,25.1,89.0
Manufacturing Design,Brazil,41.04,96.0
"marker,Microsoft Word,PDF Conversion,Technical Editing,Facebook Marketing,Logo DesignMicrosoft PowerPoint,Bank Reconciliation,Adobe InDesign",Russia,3.0,100.0
"Official Correspondence Translation,Management Accounting,Translation,Teaching English,Adobe Illustrator,Article Writing,Translation English Arabic,Research",Pakistan,26.09,100.0
"Graphic Design,Prepress,Logo Design,Corporate Law,Translation English Spanish,Grant Writing,Web Research,Explainer Video",Portugal,21.22,99.0
"Portuguese,Tailwind CSS,Software Testing,Frontend Development,Statistics,Adobe Illustrator,Visualization,DevOpsProject Management",Pakistan,57.55,100.0
"Graphic Design,Translation,Vector Graphics,Adobe Photoshop,Translation Polish English,Corporate Brand Identity",United States,15.14,100.0
"Logo Design,English Spelling,Report Writing",Vietnam,3.0,100.0
"Radio Broadcasting,Webisode Presentation,Photo EditingLogo,Voice Over,Narration,Banner Ad Design,eCommerce Website,Product Descriptions,Translation Brazilian Portuguese English,Translation German EnglishMicrosoft Office,LaravelJavaScript,Voice Acting,eCommerce",Ukraine,53.2,100.0
"Voice Over Australian Accent,Wordpress Theme,Narration,Twitter Bootstrap,Vue.js",United States,3.0,95.0
"Business Process Modeling,Motion Retouching,Photo Editing,Editing,Translation English Spanish,eBook,Adobe InDesign,Video Ads",United States,3.0,53.0
"Amazon Web Services,Voice Over,Automated Testing,Commercials,Microsoft PowerPointData Modeling,Brand Strategy,Python,Female Voice Over,Voice Recording,Payment Processing,PostgreSQL",Albania,182.72,96.0
"Print Design,Adobe Acrobat,Adobe IllustratorAdobe Photoshop,Captions,JavaScript,Lead Generation,Branding,Photo Editing,Google AdWords Development,SEO Audit,Logo,SilverStripe CMS,Bilingual Education,Corporate Brand Identity,Proofreading,English Grammar",United States,82.25,95.0
"Adobe Photoshop,Photo Editing,Translation English Ukrainian,Adobe Illustrator,Business Cases",Belarus,47.66,100.0
"Print Design,Translation,Blender,Audiovisual Translation,Presentation Design,Voice Acting,Corporate Brand Identity,Visualization",India,178.33,100.0
"Whiteboard Animation,Spring Boot,Retail,Male Voice Over,Travel Agent,Adobe After EffectsVideo Editing,ArabicVideo Editing,Audio Editing,OpenCart,Wedding Videography,WordPress,Video Editing,Animation",Philippines,113.44,79.0
"Sales,Shopify,Voice Over,Translation Italian English,SEO,Voice Over English,CSS,eCommerce Website,HTML",Spain,18.83,99.0
"Prototyping,Logo Design,FFmpeg,Data Entry,Video Editing,CopyeditingEnglish Proofreading",Serbia,45.56,100.0
"Microsoft PowerPointCanva,MS Excel,Portfolio ManagementExcel VBA,YouTube Marketing,WebsiteCorporate Branding,Translation English Thai,Wedding clothing",China,28.08,85.0
"Excel,Graphic Design,Logo Design,Translation Italian Spanish,LaravelJavaScript,Product Descriptions,Explainer Video,Flyer Design,Crowdfunding,Corporate Brand Identity,WooCommerce",Ukraine,61.62,91.0
"Shopify,Translation English Arabic,SEO,Typing,Proofreading,Teaching English,Microsoft Office,Mobile UI Design,Facebook MarketingInstagram Marketing,Article Writing,WritingEditorial Writing,Instagram Ad Campaign,Corporate Brand Identity,Cartooning,Ecommerce Platform Development,WooCommerce",Ukraine,59.28,100.0
"Translation Spanish English,Logo Animation,Clothing,Website Copywriting,IllustrationBrochure Design,Lyrics Video,Motion Design,Banner AdsBrochure Design,Voice Over American Accent,Infographic,PSD to HTML,Proofreading",Indonesia,3.0,100.0
"Translation,MS Excel,Email Handling,Business Card Design,Market Research,Microcontroller ProgrammingAltium Designer,Magazine Layout,keras,Layout Design",Canada,32.05,100.0
"Video Production,Blog Writing,Technical IllustrationApparel,Marketing Management,Game Design",Ukraine,52.95,99.0
"DraftingMechanical Design,MapKit,AuditingProofreading,Product DesignPrototyping,Translation French German,Corporate Law,Illustration,Microsoft PowerPointPresentation,Communications,Adobe InDesign,Corporate Brand IdentityPrint Design",United States,24.55,98.0
"Voice Over Australian Accent,Male Voice OverSubtitles,Exterior RenderingArchitecture Design,Web UIAdaptive Web Design,Microsoft Word,Conversion Rate Optimization,Realist Painting,Social Media,Trello",Egypt,37.21,100.0
"Graphic Design,Photography,Microsoft Word,Photograph Color Correction,Typography,Film Dubbing,Final Cut Pro,Instagram Marketing,Digital Sculpting,Translation Portuguese English,Commercial Photography,Voice Acting,Google AdWords Development,Corporate Brand Identity,PSD to HTML,Adobe Premiere,Audio Production,Print Design,Lead Generation,Musical Composition,Content Creation,iZotope RX,Watercolor Painting,JavaScript,Logo Design,Sound Effects,Translation English Portuguese,Photo Slideshow,Photo Editing",Egypt,57.41,100.0
"Print Design,Blog Content,Link Building,SEO,Prospect List,Corporate Branding,Photograph Color Correction,Email DesignGraphic Design,Google Slides",United States,11.62,100.0
